DATE,PX_LAST,PX_LAST
2/15/2003,1.3,3.95
2/16/2003,1.3,3.95
2/17/2003,1.3,3.95
2/18/2003,1.31,3.94
2/19/2003,1.29,3.88
2/20/2003,1.29,3.85
2/21/2003,1.31,3.9
2/22/2003,1.31,3.9
2/23/2003,1.31,3.9
2/24/2003,1.28,3.86
2/25/2003,1.27,3.81
2/26/2003,1.27,3.78
2/27/2003,1.27,3.76
2/28/2003,1.24,3.71
3/1/2003,1.24,3.71
3/2/2003,1.24,3.71
3/3/2003,1.26,3.68
3/4/2003,1.24,3.65
3/5/2003,1.22,3.63
3/6/2003,1.22,3.67
3/7/2003,1.15,3.63
3/8/2003,1.15,3.63
3/9/2003,1.15,3.63
3/10/2003,1.09,3.59
3/11/2003,1.12,3.6
3/12/2003,1.14,3.6
3/13/2003,1.24,3.74
3/14/2003,1.22,3.72
3/15/2003,1.22,3.72
3/16/2003,1.22,3.72
3/17/2003,1.24,3.82
3/18/2003,1.35,3.91
3/19/2003,1.32,3.98
3/20/2003,1.34,4.01
3/21/2003,1.36,4.11
3/22/2003,1.36,4.11
3/23/2003,1.36,4.11
3/24/2003,1.32,3.98
3/25/2003,1.28,3.97
3/26/2003,1.27,3.96
3/27/2003,1.25,3.95
3/28/2003,1.22,3.92
3/29/2003,1.22,3.92
3/30/2003,1.22,3.92
3/31/2003,1.19,3.83
4/1/2003,1.16,3.84
4/2/2003,1.22,3.94
4/3/2003,1.18,3.93
4/4/2003,1.18,3.96
4/5/2003,1.18,3.96
4/6/2003,1.18,3.96
4/7/2003,1.25,4.03
4/8/2003,1.21,3.95
4/9/2003,1.22,3.93
4/10/2003,1.25,3.95
4/11/2003,1.3,4
4/12/2003,1.3,4
4/13/2003,1.3,4
4/14/2003,1.33,4.04
4/15/2003,1.32,3.98
4/16/2003,1.31,3.96
4/17/2003,1.34,3.98
4/18/2003,1.34,3.98
4/19/2003,1.34,3.98
4/20/2003,1.34,3.98
4/21/2003,1.35,4
4/22/2003,1.34,4.01
4/23/2003,1.33,4.02
4/24/2003,1.28,3.93
4/25/2003,1.26,3.91
4/26/2003,1.26,3.91
4/27/2003,1.26,3.91
4/28/2003,1.28,3.92
4/29/2003,1.28,3.96
4/30/2003,1.22,3.89
5/1/2003,1.21,3.88
5/2/2003,1.27,3.94
5/3/2003,1.27,3.94
5/4/2003,1.27,3.94
5/5/2003,1.27,3.92
5/6/2003,1.19,3.84
5/7/2003,1.21,3.72
5/8/2003,1.24,3.7
5/9/2003,1.22,3.69
5/10/2003,1.22,3.69
5/11/2003,1.22,3.69
5/12/2003,1.22,3.64
5/13/2003,1.23,3.63
5/14/2003,1.2,3.53
5/15/2003,1.21,3.53
5/16/2003,1.15,3.46
5/17/2003,1.15,3.46
5/18/2003,1.15,3.46
5/19/2003,1.14,3.46
5/20/2003,1.1,3.38
5/21/2003,1.15,3.39
5/22/2003,1.14,3.34
5/23/2003,1.14,3.34
5/24/2003,1.14,3.34
5/25/2003,1.14,3.34
5/26/2003,1.14,3.34
5/27/2003,1.13,3.41
5/28/2003,1.15,3.44
5/29/2003,1.11,3.34
5/30/2003,1.13,3.37
5/31/2003,1.13,3.37
6/1/2003,1.13,3.37
6/2/2003,1.15,3.43
6/3/2003,1.07,3.34
6/4/2003,1.04,3.3
6/5/2003,1.07,3.34
6/6/2003,1.08,3.37
6/7/2003,1.08,3.37
6/8/2003,1.08,3.37
6/9/2003,1.04,3.29
6/10/2003,0.98,3.2
6/11/2003,1,3.21
6/12/2003,0.95,3.18
6/13/2003,0.9,3.13
6/14/2003,0.9,3.13
6/15/2003,0.9,3.13
6/16/2003,0.95,3.18
6/17/2003,1,3.27
6/18/2003,0.96,3.37
6/19/2003,0.88,3.35
6/20/2003,0.94,3.4
6/21/2003,0.94,3.4
6/22/2003,0.94,3.4
6/23/2003,0.94,3.32
6/24/2003,0.91,3.29
6/25/2003,1.05,3.38
6/26/2003,1.11,3.55
6/27/2003,1.09,3.58
6/28/2003,1.09,3.58
6/29/2003,1.09,3.58
6/30/2003,1.09,3.54
7/1/2003,1.07,3.56
7/2/2003,1.06,3.56
7/3/2003,1.07,3.67
7/4/2003,1.07,3.67
7/5/2003,1.07,3.67
7/6/2003,1.07,3.67
7/7/2003,1.08,3.74
7/8/2003,1.09,3.75
7/9/2003,1.09,3.73
7/10/2003,1.07,3.7
7/11/2003,1.06,3.66
7/12/2003,1.06,3.66
7/13/2003,1.06,3.66
7/14/2003,1.07,3.74
7/15/2003,1.1,3.94
7/16/2003,1.12,3.97
7/17/2003,1.11,3.98
7/18/2003,1.12,4
7/19/2003,1.12,4
7/20/2003,1.12,4
7/21/2003,1.17,4.19
7/22/2003,1.12,4.17
7/23/2003,1.11,4.12
7/24/2003,1.13,4.2
7/25/2003,1.13,4.22
7/26/2003,1.13,4.22
7/27/2003,1.13,4.22
7/28/2003,1.17,4.31
7/29/2003,1.17,4.42
7/30/2003,1.17,4.34
7/31/2003,1.28,4.49
8/1/2003,1.31,4.44
8/2/2003,1.31,4.44
8/3/2003,1.31,4.44
8/4/2003,1.24,4.35
8/5/2003,1.32,4.47
8/6/2003,1.28,4.32
8/7/2003,1.26,4.3
8/8/2003,1.22,4.27
8/9/2003,1.22,4.27
8/10/2003,1.22,4.27
8/11/2003,1.3,4.38
8/12/2003,1.25,4.37
8/13/2003,1.31,4.58
8/14/2003,1.31,4.55
8/15/2003,1.3,4.55
8/16/2003,1.3,4.55
8/17/2003,1.3,4.55
8/18/2003,1.33,4.49
8/19/2003,1.29,4.38
8/20/2003,1.3,4.45
8/21/2003,1.37,4.53
8/22/2003,1.35,4.48
8/23/2003,1.35,4.48
8/24/2003,1.35,4.48
8/25/2003,1.35,4.53
8/26/2003,1.32,4.5
8/27/2003,1.38,4.54
8/28/2003,1.34,4.42
8/29/2003,1.35,4.45
8/30/2003,1.35,4.45
8/31/2003,1.35,4.45
9/1/2003,1.35,4.45
9/2/2003,1.39,4.61
9/3/2003,1.36,4.6
9/4/2003,1.33,4.52
9/5/2003,1.24,4.35
9/6/2003,1.24,4.35
9/7/2003,1.24,4.35
9/8/2003,1.27,4.41
9/9/2003,1.23,4.37
9/10/2003,1.2,4.28
9/11/2003,1.22,4.35
9/12/2003,1.2,4.27
9/13/2003,1.2,4.27
9/14/2003,1.2,4.27
9/15/2003,1.2,4.28
9/16/2003,1.22,4.29
9/17/2003,1.19,4.2
9/18/2003,1.23,4.19
9/19/2003,1.23,4.17
9/20/2003,1.23,4.17
9/21/2003,1.23,4.17
9/22/2003,1.24,4.26
9/23/2003,1.24,4.24
9/24/2003,1.22,4.16
9/25/2003,1.21,4.12
9/26/2003,1.21,4.04
9/27/2003,1.21,4.04
9/28/2003,1.21,4.04
9/29/2003,1.21,4.09
9/30/2003,1.15,3.96
10/1/2003,1.13,3.96
10/2/2003,1.14,4.03
10/3/2003,1.2,4.21
10/4/2003,1.2,4.21
10/5/2003,1.2,4.21
10/6/2003,1.15,4.17
10/7/2003,1.21,4.27
10/8/2003,1.21,4.27
10/9/2003,1.22,4.32
10/10/2003,1.21,4.29
10/11/2003,1.21,4.29
10/12/2003,1.21,4.29
10/13/2003,1.21,4.29
10/14/2003,1.23,4.37
10/15/2003,1.27,4.43
10/16/2003,1.34,4.47
10/17/2003,1.31,4.41
10/18/2003,1.31,4.41
10/19/2003,1.31,4.41
10/20/2003,1.32,4.41
10/21/2003,1.32,4.38
10/22/2003,1.28,4.29
10/23/2003,1.3,4.34
10/24/2003,1.27,4.24
10/25/2003,1.27,4.24
10/26/2003,1.27,4.24
10/27/2003,1.31,4.3
10/28/2003,1.25,4.23
10/29/2003,1.29,4.31
10/30/2003,1.32,4.36
10/31/2003,1.31,4.33
11/1/2003,1.31,4.33
11/2/2003,1.31,4.33
11/3/2003,1.33,4.4
11/4/2003,1.31,4.33
11/5/2003,1.35,4.38
11/6/2003,1.38,4.45
11/7/2003,1.4,4.48
11/8/2003,1.4,4.48
11/9/2003,1.4,4.48
11/10/2003,1.39,4.49
11/11/2003,1.39,4.49
11/12/2003,1.39,4.44
11/13/2003,1.33,4.3
11/14/2003,1.31,4.22
11/15/2003,1.31,4.22
11/16/2003,1.31,4.22
11/17/2003,1.29,4.18
11/18/2003,1.3,4.17
11/19/2003,1.32,4.24
11/20/2003,1.28,4.16
11/21/2003,1.29,4.15
11/22/2003,1.29,4.15
11/23/2003,1.29,4.15
11/24/2003,1.33,4.23
11/25/2003,1.32,4.19
11/26/2003,1.35,4.25
11/27/2003,1.35,4.25
11/28/2003,1.39,4.34
11/29/2003,1.39,4.34
11/30/2003,1.39,4.34
12/1/2003,1.41,4.4
12/2/2003,1.38,4.38
12/3/2003,1.39,4.41
12/4/2003,1.38,4.38
12/5/2003,1.3,4.23
12/6/2003,1.3,4.23
12/7/2003,1.3,4.23
12/8/2003,1.33,4.29
12/9/2003,1.35,4.32
12/10/2003,1.33,4.3
12/11/2003,1.27,4.27
12/12/2003,1.28,4.26
12/13/2003,1.28,4.26
12/14/2003,1.28,4.26
12/15/2003,1.3,4.28
12/16/2003,1.28,4.24
12/17/2003,1.26,4.19
12/18/2003,1.24,4.16
12/19/2003,1.25,4.15
12/20/2003,1.25,4.15
12/21/2003,1.25,4.15
12/22/2003,1.27,4.18
12/23/2003,1.31,4.28
12/24/2003,1.28,4.2
12/25/2003,1.28,4.2
12/26/2003,1.27,4.17
12/27/2003,1.27,4.17
12/28/2003,1.27,4.17
12/29/2003,1.31,4.24
12/30/2003,1.28,4.29
12/31/2003,1.26,4.27
1/1/2004,1.26,4.27
1/2/2004,1.31,4.38
1/3/2004,1.31,4.38
1/4/2004,1.31,4.38
1/5/2004,1.35,4.41
1/6/2004,1.3,4.29
1/7/2004,1.29,4.27
1/8/2004,1.29,4.27
1/9/2004,1.21,4.11
1/10/2004,1.21,4.11
1/11/2004,1.21,4.11
1/12/2004,1.21,4.11
1/13/2004,1.18,4.05
1/14/2004,1.19,4.01
1/15/2004,1.18,3.99
1/16/2004,1.21,4.04
1/17/2004,1.21,4.04
1/18/2004,1.21,4.04
1/19/2004,1.21,4.04
1/20/2004,1.21,4.08
1/21/2004,1.19,4.05
1/22/2004,1.19,3.99
1/23/2004,1.21,4.09
1/24/2004,1.21,4.09
1/25/2004,1.21,4.09
1/26/2004,1.23,4.16
1/27/2004,1.21,4.11
1/28/2004,1.26,4.22
1/29/2004,1.29,4.22
1/30/2004,1.28,4.16
1/31/2004,1.28,4.16
2/1/2004,1.28,4.16
2/2/2004,1.29,4.18
2/3/2004,1.27,4.13
2/4/2004,1.27,4.15
2/5/2004,1.29,4.2
2/6/2004,1.26,4.12
2/7/2004,1.26,4.12
2/8/2004,1.26,4.12
2/9/2004,1.25,4.09
2/10/2004,1.27,4.13
2/11/2004,1.23,4.05
2/12/2004,1.24,4.1
2/13/2004,1.21,4.05
2/14/2004,1.21,4.05
2/15/2004,1.21,4.05
2/16/2004,1.21,4.05
2/17/2004,1.21,4.05
2/18/2004,1.23,4.05
2/19/2004,1.23,4.05
2/20/2004,1.26,4.1
2/21/2004,1.26,4.1
2/22/2004,1.26,4.1
2/23/2004,1.22,4.05
2/24/2004,1.23,4.04
2/25/2004,1.23,4.02
2/26/2004,1.23,4.05
2/27/2004,1.21,3.99
2/28/2004,1.21,3.99
2/29/2004,1.21,3.99
3/1/2004,1.23,4
3/2/2004,1.26,4.05
3/3/2004,1.26,4.07
3/4/2004,1.25,4.04
3/5/2004,1.16,3.85
3/6/2004,1.16,3.85
3/7/2004,1.16,3.85
3/8/2004,1.15,3.78
3/9/2004,1.15,3.73
3/10/2004,1.17,3.74
3/11/2004,1.15,3.74
3/12/2004,1.18,3.78
3/13/2004,1.18,3.78
3/14/2004,1.18,3.78
3/15/2004,1.18,3.78
3/16/2004,1.17,3.7
3/17/2004,1.18,3.71
3/18/2004,1.17,3.76
3/19/2004,1.19,3.8
3/20/2004,1.19,3.8
3/21/2004,1.19,3.8
3/22/2004,1.17,3.74
3/23/2004,1.17,3.73
3/24/2004,1.16,3.73
3/25/2004,1.15,3.75
3/26/2004,1.19,3.85
3/27/2004,1.19,3.85
3/28/2004,1.19,3.85
3/29/2004,1.21,3.91
3/30/2004,1.21,3.91
3/31/2004,1.2,3.86
4/1/2004,1.23,3.91
4/2/2004,1.3,4.15
4/3/2004,1.3,4.15
4/4/2004,1.3,4.15
4/5/2004,1.34,4.24
4/6/2004,1.31,4.19
4/7/2004,1.31,4.19
4/8/2004,1.32,4.21
4/9/2004,1.32,4.21
4/10/2004,1.32,4.21
4/11/2004,1.32,4.21
4/12/2004,1.34,4.25
4/13/2004,1.39,4.35
4/14/2004,1.48,4.4
4/15/2004,1.46,4.42
4/16/2004,1.4,4.37
4/17/2004,1.4,4.37
4/18/2004,1.4,4.37
4/19/2004,1.43,4.39
4/20/2004,1.46,4.43
4/21/2004,1.52,4.45
4/22/2004,1.49,4.4
4/23/2004,1.59,4.48
4/24/2004,1.59,4.48
4/25/2004,1.59,4.48
4/26/2004,1.57,4.46
4/27/2004,1.53,4.43
4/28/2004,1.54,4.5
4/29/2004,1.55,4.55
4/30/2004,1.55,4.53
5/1/2004,1.55,4.53
5/2/2004,1.55,4.53
5/3/2004,1.6,4.53
5/4/2004,1.57,4.56
5/5/2004,1.56,4.61
5/6/2004,1.61,4.63
5/7/2004,1.83,4.79
5/8/2004,1.83,4.79
5/9/2004,1.83,4.79
5/10/2004,1.85,4.81
5/11/2004,1.83,4.79
5/12/2004,1.81,4.83
5/13/2004,1.84,4.85
5/14/2004,1.81,4.79
5/15/2004,1.81,4.79
5/16/2004,1.81,4.79
5/17/2004,1.8,4.7
5/18/2004,1.83,4.74
5/19/2004,1.85,4.79
5/20/2004,1.81,4.72
5/21/2004,1.84,4.76
5/22/2004,1.84,4.76
5/23/2004,1.84,4.76
5/24/2004,1.86,4.75
5/25/2004,1.84,4.73
5/26/2004,1.81,4.67
5/27/2004,1.77,4.6
5/28/2004,1.83,4.66
5/29/2004,1.83,4.66
5/30/2004,1.83,4.66
5/31/2004,1.83,4.66
6/1/2004,1.89,4.71
6/2/2004,1.92,4.74
6/3/2004,1.91,4.71
6/4/2004,1.97,4.78
6/5/2004,1.97,4.78
6/6/2004,1.97,4.78
6/7/2004,1.96,4.78
6/8/2004,2.02,4.78
6/9/2004,2.14,4.82
6/10/2004,2.14,4.81
6/11/2004,2.14,4.81
6/12/2004,2.14,4.81
6/13/2004,2.14,4.81
6/14/2004,2.25,4.89
6/15/2004,2.16,4.69
6/16/2004,2.24,4.74
6/17/2004,2.21,4.71
6/18/2004,2.24,4.72
6/19/2004,2.24,4.72
6/20/2004,2.24,4.72
6/21/2004,2.17,4.7
6/22/2004,2.21,4.72
6/23/2004,2.15,4.71
6/24/2004,2.11,4.66
6/25/2004,2.14,4.66
6/26/2004,2.14,4.66
6/27/2004,2.14,4.66
6/28/2004,2.3,4.76
6/29/2004,2.2,4.7
6/30/2004,2.09,4.62
7/1/2004,2.07,4.57
7/2/2004,2.02,4.48
7/3/2004,2.02,4.48
7/4/2004,2.02,4.48
7/5/2004,2.02,4.48
7/6/2004,2.15,4.49
7/7/2004,2,4.5
7/8/2004,1.99,4.49
7/9/2004,2,4.49
7/10/2004,2,4.49
7/11/2004,2,4.49
7/12/2004,2.02,4.46
7/13/2004,2.05,4.5
7/14/2004,2.08,4.5
7/15/2004,2.11,4.5
7/16/2004,2.08,4.38
7/17/2004,2.08,4.38
7/18/2004,2.08,4.38
7/19/2004,2.1,4.38
7/20/2004,2.13,4.47
7/21/2004,2.14,4.5
7/22/2004,2.12,4.48
7/23/2004,2.12,4.45
7/24/2004,2.12,4.45
7/25/2004,2.12,4.45
7/26/2004,2.18,4.49
7/27/2004,2.19,4.62
7/28/2004,2.17,4.61
7/29/2004,2.15,4.6
7/30/2004,2.13,4.5
7/31/2004,2.13,4.5
8/1/2004,2.13,4.5
8/2/2004,2.12,4.48
8/3/2004,2.11,4.45
8/4/2004,2.11,4.45
8/5/2004,2.09,4.43
8/6/2004,1.91,4.24
8/7/2004,1.91,4.24
8/8/2004,1.91,4.24
8/9/2004,1.97,4.28
8/10/2004,2.01,4.32
8/11/2004,2,4.3
8/12/2004,1.99,4.27
8/13/2004,1.97,4.22
8/14/2004,1.97,4.22
8/15/2004,1.97,4.22
8/16/2004,2.01,4.26
8/17/2004,1.98,4.21
8/18/2004,1.97,4.23
8/19/2004,1.96,4.22
8/20/2004,1.98,4.24
8/21/2004,1.98,4.24
8/22/2004,1.98,4.24
8/23/2004,2.03,4.28
8/24/2004,2.03,4.28
8/25/2004,2.03,4.26
8/26/2004,2.02,4.22
8/27/2004,2.03,4.23
8/28/2004,2.03,4.23
8/29/2004,2.03,4.23
8/30/2004,2.04,4.19
8/31/2004,1.99,4.13
9/1/2004,1.99,4.13
9/2/2004,2.02,4.2
9/3/2004,2.12,4.3
9/4/2004,2.12,4.3
9/5/2004,2.12,4.3
9/6/2004,2.12,4.3
9/7/2004,2.13,4.26
9/8/2004,2.09,4.18
9/9/2004,2.09,4.22
9/10/2004,2.08,4.19
9/11/2004,2.08,4.19
9/12/2004,2.08,4.19
9/13/2004,2.1,4.16
9/14/2004,2.08,4.15
9/15/2004,2.09,4.18
9/16/2004,2.06,4.08
9/17/2004,2.11,4.14
9/18/2004,2.11,4.14
9/19/2004,2.11,4.14
9/20/2004,2.1,4.07
9/21/2004,2.12,4.05
9/22/2004,2.12,4
9/23/2004,2.16,4.02
9/24/2004,2.2,4.04
9/25/2004,2.2,4.04
9/26/2004,2.2,4.04
9/27/2004,2.2,4.01
9/28/2004,2.18,4.02
9/29/2004,2.2,4.1
9/30/2004,2.21,4.14
10/1/2004,2.21,4.21
10/2/2004,2.21,4.21
10/3/2004,2.21,4.21
10/4/2004,2.25,4.19
10/5/2004,2.23,4.18
10/6/2004,2.26,4.23
10/7/2004,2.26,4.26
10/8/2004,2.21,4.15
10/9/2004,2.21,4.15
10/10/2004,2.21,4.15
10/11/2004,2.21,4.15
10/12/2004,2.2,4.12
10/13/2004,2.17,4.09
10/14/2004,2.15,4.03
10/15/2004,2.18,4.07
10/16/2004,2.18,4.07
10/17/2004,2.18,4.07
10/18/2004,2.21,4.07
10/19/2004,2.22,4.07
10/20/2004,2.2,4.01
10/21/2004,2.23,4.01
10/22/2004,2.23,4
10/23/2004,2.23,4
10/24/2004,2.23,4
10/25/2004,2.24,3.99
10/26/2004,2.24,4.01
10/27/2004,2.3,4.11
10/28/2004,2.29,4.09
10/29/2004,2.28,4.05
10/30/2004,2.28,4.05
10/31/2004,2.28,4.05
11/1/2004,2.34,4.11
11/2/2004,2.33,4.1
11/3/2004,2.32,4.09
11/4/2004,2.34,4.1
11/5/2004,2.44,4.21
11/6/2004,2.44,4.21
